id,name,address,regionDepth1,regionDepth2,lat,lng,hallType,subTypes_json,mealCost,mealCostMin,mealCostMax,guarantee,guaranteeMin,guaranteeMax,interval,intervalMinutes,venueFee,rentalCostMin,rentalCostMax,phone,website,source_url,source
219,파라다이스컨벤션웨딩,대구 달서구 본동 687,,,35.83690918771293,128.533325238518,컨벤션 웨딩홀,[],"스텔라홀·그랜드볼룸홀 모두 홀 사용료 2,000,000원(시기·타임·보증인원에 따라 식대·할인 변동).",49000,49000,"최소 보증 220명(스텔라홀)·250명(그랜드볼룸홀), 최대 수용 인원 약 500명.",220,500,60분,60,"스텔라홀·그랜드볼룸홀 모두 홀 사용료 2,000,000원(시기·타임·보증인원에 따라 식대·할인 변동).",2000000,,053-552-0500,http://paradisewedding.co.kr/,https://www.weddic.com/,weddic
220,웨딩 메르디앙,대구 북구 침산동 105-65,,,35.88480552941267,128.5969289021507,웨딩홀,[],"각 홀(아토아띠홀·씨밀레홀)에 대해 홀 사용료 2,500,000원(시간·보증인원에 따라 식대·할인 변동).",55000,62000,다소니홀·씨밀레홀·아토아띠홀 모두 기본 보증 150명 기준 안내.,150,150,80분,80,"각 홀(아토아띠홀·씨밀레홀)에 대해 홀 사용료 2,500,000원(시간·보증인원에 따라 식대·할인 변동).",2500000,,053-352-1000,http://www.meridianwedding.co.kr/main/,https://www.weddic.com/,weddic
221,경원재 바이 워커힐,인천 연수구 테크노파크로 200,,,37.39147527544444,126.6376842220143,호텔 웨딩홀,[],"아이웨딩·중개 사이트 기준 식대 88,000원~120,000원(메뉴는 한식·양식 등 코스 위주, 정확 구성은 상담 필요).",88000,120000,"예약 보증인원 250명~으로 안내, 최소 보증 80명·최대 수용 250명 언급 자료 존재(최신 브랜드 전환 이후 정확 수치는 상담 필요).",80,250,하루 2타임 (오전/오후 분리),180,"홀 사용료 1,200만 원부터(대관료+필수 꽃장식 포함 패키지로 표기, 식대 별도 구조로 이해).",,,032-729-1101,http://www.gwjbywalkerhill.com,https://www.weddic.com/,weddic
222,시엠프레 인천남동점,인천 남동구 비류대로 622,,,37.4222411657518,126.703589683153,야외 웨딩홀,[],구체적인 수치 미공개.,,,30명 이상부터 100명까지(50~100명 기준 언급).,30,100,옆 홀 비움,,구체적인 수치 미공개.,,,,,https://www.weddic.com/,weddic
223,인스파이어 마이스,인천 중구 공항문화로 127,,,37.46486700048649,126.3904719286065,호텔 웨딩홀,[],공식·홍보 페이지 및 기사에서 1인 식대(뷔페·코스)와 관련된 구체적인 금액 구간은 공개되어 있지 않아 구체적인 정보 부족.,,,"메인 볼룸은 최대 3,000명(호텔 기준) 또는 4,000명까지 수용 가능한 규모로 소개되지만, 웨딩·가족연회 등 개별 행사 타입별 ‘최소 보증 인원’에 대한 명시적인 수치는 구체적인 정보 부족.",,,정보 준비중,,"볼룸·연회장·웨딩홀 대관료(홀 사용료, 패키지 총액 등)는 공식 사이트·기사에서 공개되어 있지 않고, 상담·견적 협의 방식으로 운영되어 구체적인 정보 부족.",,,032-580-9000,,https://www.weddic.com/,weddic
224,해든델마레,울산 동구 큰개안길 3,,,35.5607136903209,129.456253211281,웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,70분 예식,70,구체적인 정보 부족.,,,,,https://www.weddic.com/,weddic
225,노비아갈라웨딩 동촌점,대구 동구 검사동 990-9,,,35.88794431816177,128.6517456699861,웨딩홀,[],"2027년 기준 63,000~65,000원(뷔페 기준).",63000,65000,"200~300명(홀·시간대별 상이, 최소 보증 200명대 언급).",200,300,정보 준비중,,"1,500,000~5,000,000원(홀·타임별 구간 안내, 정확한 타임별 금액은 상담 필요).",1500000,5000000,1800-1999,http://www.noviagala.co.kr/,https://www.weddic.com/,weddic
226,M스타하우스,대구 동구 방촌동 1113-320,,,35.8780925935463,128.673911845089,웨딩홀,[],"47,000~55,000원.",47000,55000,"홀당 600,000원 (200명 이상 보증 시 10,220,000원~ 총액).",250,300,동시,,"홀당 600,000원 (200명 이상 보증 시 10,220,000원~ 총액).",,,053-939-2000,http://www.mstarhouse.co.kr/,https://www.weddic.com/,weddic
227,AW호텔웨딩,대구 달서구 이곡동 1198-6,,,35.854443689619,128.506702240558,호텔 웨딩홀,[],"45,000원~47,000원.",45000,47000,"베아트리체홀 150명, 오스카홀 250명, 앨리스홀 200명.",150,250,"단독홀, 피크타임 스드메 연계 없음",,"베아트리체홀 50만원, 오스카홀·앨리스홀 150만원 (할인 프로모션 적용 시 변동).",50,150,053-589-6700,http://www.awhotel.co.kr,https://www.weddic.com/,weddic
228,호텔수성 수성스퀘어,대구 수성구 두산동 863-2,,,35.82523145387428,128.6201762587185,호텔 웨딩홀,[],"65,000원(뷔페, 2026년 기준·일부 비성수기 62,000원).",65000,65000,"피오니·블레스홀 피크 타임 300명, 그 외 타임 250명.",250,300,30분 간격,,"4,900,000원(2026년 기준, 웨딩도우미 400,000원 필수 별도).",4900000,4900000,1899-1001,http://www.hotelsusung.co.kr,https://www.weddic.com/,weddic
229,퀸벨호텔웨딩,대구 동구 방촌동 1060-1,,,35.88238129666551,128.6620232961669,호텔 웨딩홀,[],"60,000~70,000원(뷔페, 홀·타임·시기에 따라 변동).",60000,70000,"최소 200명(브리에가든홀 기준), 홀·요일별로 200~250명 수준.",200,250,분리예식,,"2,000,000~5,000,000원 구간으로 안내되며, 홀별 개별 금액은 상담 견적 위주로 공개되어 구체 수치는 정보 부족.",2000000,5000000,053-261-2000,http://queenvell.com/,https://www.weddic.com/,weddic
230,노비아갈라웨딩 전자관점,대구 북구 산격동 1621,,,35.90668497861789,128.6072088964458,웨딩홀,[],"46,000~65,000원(뷔페, 시기·홀별 변동, 2027년 기준 63,000~65,000원).",46000,65000,"최소 보증인원 200명, 최대 수용 인원 500명.",200,500,정보 준비중,,"100~500만원(홀별, 2층 시그니아홀·5층 포레아홀 기준).",100,,053-604-1900,http://delete/,https://www.weddic.com/,weddic
231,웨딩비엔나,대구 달서구 두류동 83,,,35.8602666580552,128.566879254529,웨딩홀,[],"30,000~42,000원(뷔페, 토요일 29,000원 안내 + 플랫폼 식대 42,000원 표기).",30000,42000,"최소 보증인원 200~250명(홀별 표기: 루비·다이아몬드·비엔나홀 250명, 컨벤션홀 300명).",250,300,정보 준비중,,"루비홀 550,000원, 다이아몬드홀 550,000원, 비엔나홀 650,000원, 컨벤션홀 850,000원.",550000,550000,053-654-8000,http://www.weddingvienna.co.kr/,https://www.weddic.com/,weddic
232,호텔인터불고엑스코 웨딩,대구 북구 산격동 1674,,,35.9068461641626,128.6111842075909,호텔 웨딩홀,[],"50,000~60,000원(뷔페, 홀·타임·보증인원에 따라 변동).",50000,60000,"최소 보증인원 200명, 최대 수용 인원 500명.",200,500,정보 준비중,,대관료가 저렴 ... 반가격,,,,http://www.ibhotel.com,https://www.weddic.com/,weddic
233,바르미호텔인터불고 대구 웨딩파크빌리지,대구 수성구 만촌동 57-23,,,35.87285881095611,128.660866637958,호텔 웨딩홀,[],"58,000원(2024년 기준 견적 사례, 2023년 49,000원에서 인상).",58000,58000,"5,900,000원, 수용인원 300명.",300,300,동시예식,,,,,053-602-7114,,https://www.weddic.com/,weddic
234,라온웨딩,대구 북구 매천동 618-24,,,35.9013700798557,128.54655532379,웨딩홀,[],전체 홀패키지 320만원 이상 (기본구성),42000,42000,최소 보증인원 150명(타임·요일별로 변동).,150,150,정보 준비중,,"홀 사용료 450,000원(시간·보증인원에 따라 변동 가능).",450000,,053-292-8000,https://blog.naver.com/raon1188,https://www.weddic.com/,weddic
235,엘파소하우스웨딩,대구 북구 산격동 1668,,,35.9052273675488,128.610404840955,야외 웨딩홀,[],"합리적인 식대비용, 피크타임 외 더 저렴해지는 식대",45000,45000,"최소 보증인원 200명, 최대 수용 인원 800명.",200,800,정보 준비중,,대관료에 생화장식 모두 포함,,,,https://www.instagram.com/elpasowedding/,https://www.weddic.com/,weddic
236,아현정,대구 수성구 황금동 660,,,35.84769859989874,128.6256593486731,한옥 웨딩홀,[],"54,000원(뷔페 또는 한정식 코스).",54000,54000,"최소 보증인원 100~150명, 최대 수용 250명.",150,250,정보 준비중,,홀 사용료 150만원.,150,,053-766-2100,,https://www.weddic.com/,weddic
237,중앙컨벤션센터,대구 북구 침산동 1757,,,35.88453920047428,128.5928950277427,컨벤션 웨딩홀,[],"45,000 ~ 51,000원",45000,51000,비수기 기준 보증인원 적음(구체 수치 부족).,,,동시예식 가능,,저렴한 견적 수준(구체 수치 부족).,,,053-286-2000,,https://www.weddic.com/,weddic
238,칼라디움웨딩홀,대구 동구 신서동 495,,,35.87101241847429,128.7319341725619,웨딩홀,[],"48,000원(뷔페 기준, 일부 제휴·시기별 변동 가능).",48000,48000,시크릿가든홀 보증인원 200명.,300,300,정보 준비중,,구체적인 정보 부족.,,,053-964-2222,http://www.colordium.co.kr/,https://www.weddic.com/,weddic
239,라테라스웨딩,대구 달서구 본동 824-1,,,35.83664199675454,128.5441966372263,웨딩홀,[],"[정가] 19,980,000원~ (식대·대관료·연출 포함 총액 개념, 200명 이상 보증 시 적용).",51000,51000,"[정가] 19,980,000원~ (식대·대관료·연출 포함 총액 개념, 200명 이상 보증 시 적용).",250,520,90분 간격,90,"[정가] 19,980,000원~ (식대·대관료·연출 포함 총액 개념, 200명 이상 보증 시 적용).",,,053-254-7770,http://laterracewedding.com/,https://www.weddic.com/,weddic
240,스타디움컨벤션웨딩,대구 수성구 대흥동 504,,,35.8292910497527,128.687550258843,컨벤션 웨딩홀,[],"1인 50,000원 이하(계약 후기에서 “식대 5만원 이하, 가성비 좋음” 언급).",50000,50000,200명 이상 보증 시 캐시백 적용,200,200,"단독홀, 예식 겹침 없음",,"3,000,000원 이하(“대관료 300만원 이하” 조건에 부합해 계약했다는 후기).",3000000,3000000,053-791-3900,https://blog.naver.com/eish83k7,https://www.weddic.com/,weddic
241,MH컨벤션웨딩,대구 동구 신천동 300-4,,,35.8678702123768,128.627220524663,컨벤션 웨딩홀,[],"48,000원(뷔페).",48000,48000,"최소 보증인원 200명, 최대 수용 인원 450명.",200,450,정보 준비중,,"7층 컨벤션홀·4층 앰버스홀 모두 홀 사용료 500,000~1,000,000원(시간·보증인원에 따라 변동).",4,7,053-756-1100,,https://www.weddic.com/,weddic
242,바르미호텔인터불고 대구 웨딩인터빌리지,대구 수성구 만촌동 57-23,,,35.87343569655054,128.6602033012498,호텔 웨딩홀,[],"49,000원(뷔페, 2023년 기준).",49000,49000,인터빌리지 200명,220,220,정보 준비중,,"3,000,000원(웨딩 연출비 개념, 현악3중주·성악2 포함).",3000000,3000000,053-602-7215,,https://www.weddic.com/,weddic
243,웨딩뉴욕뉴욕,대구 수성구 두산동 824,,,35.82408157384378,128.6219144329879,야외 웨딩홀,[],"스테이크 한상차림 (1인 1 스테이크, 감자, 채소, 밥, 세미뷔페)",45000,45000,150~200명.,200,200,동시예식 가능 (단독홀),,,,,053-765-2200,https://www.heritique.com/,https://www.weddic.com/,weddic
244,아리아나호텔 웨딩홀,대구 수성구 두산동 199-1,,,35.83269051476488,128.6228930652092,호텔 웨딩홀,[],"44,000원(기본 뷔페)으로 안내하는 제휴 페이지와, 1인 48,000원으로 안내하는 웨딩 플랫폼 정보가 함께 존재.",44000,44000,"홀 사용료 1,000,000원, 총액 정가 11,050,000원~(200명 이상 보증 시 적용).",250,300,정보 준비중,,"홀 사용료 1,000,000원, 총액 정가 11,050,000원~(200명 이상 보증 시 적용).",,,053-766-8900,https://www.instagram.com/arianahotelwedding/,https://www.weddic.com/,weddic
245,보스코웨딩 시지점,대구 수성구 사월동 225-1,,,35.8397969320826,128.717910586917,야외 웨딩홀,[],"1인 45,000원(음주류 별도). 2027년 기준 식대 48,000원 예정.",45000,45000,최소 보증인원 150명.,150,150,정보 준비중,,"대관료 1,500,000원.",1500000,,010-2217-7094,https://blog.naver.com/boscogarden,https://www.weddic.com/,weddic
246,바르미호텔인터불고 대구 컨벤션홀,대구 수성구 만촌동 300,,,35.8744945275723,128.659681764916,호텔 웨딩홀,[],"한식·양식·뷔페 등 메뉴 구성에 따라 단가가 나뉘지만, 컨벤션홀 전용 식대 단가는 구체적인 정보 부족.",,,최소 보증인원 400명.,400,400,연회장 바로 옆,,"컨벤션홀 대관료 9,000,000원.",9000000,,,,https://www.weddic.com/,weddic
247,프리아웨딩,대구 수성구 황금동 344-1,,,35.8373208876894,128.6391350005,웨딩홀,[],"45,000원.",45000,45000,"추천 80명, 200명 이상 보증 시 할인.",80,200,정보 준비중,,"[정가] 1,200,000원, 총액 7,850,000원~ (웨딩북 방문예약 후 계약 시 지급).",,,010-3412-3441,http://pria7355.cafe24.com,https://www.weddic.com/,weddic
248,웨딩아테네,대구 서구 내당동 469-9,,,35.85818621839613,128.5563883643044,웨딩홀,[],"33,000원~40,000원(뷔페).",33000,40000,"최소 150명, 보증 인원 200명, 최대 수용 350명.",150,350,1시간,60,홀 사용료(대관료)는 “만원”으로만 표기되어 있어 정확 금액 구체적인 정보 부족.,300000,300000,053-525-5000,https://www.instagram.com/wedding.athens/,https://www.weddic.com/,weddic
249,웨딩스위치 팔공,대구 동구 지묘동 596-2,,,35.9524374972495,128.635272938654,야외 웨딩홀,[],밥값이 많이 비싸지 않음,,,300명 수용 가능(스몰웨딩 중심).,300,300,"10시30분~2시30분, 3시30분~7시30분",240,2024년 9월 300명 기준 생화장식·사회자 포함 대관료 구체 금액 미공개(상담 시 공개).,4,202,010-4083-7895,http://pf.kakao.com/_xdwnfxj,https://www.weddic.com/,weddic
250,웨딩스위치 가창점,대구 달성군 가창면 오리 391-1,,,35.7881102271628,128.602105634214,야외 웨딩홀,[],구체적인 정보 부족.,,,스몰웨딩 컨셉으로 소수 하객(구체 인원 수치 부족).,,,정보 준비중,,구체적인 정보 부족.,,,010-9506-7895,http://pf.kakao.com/_ijIXb,https://www.weddic.com/,weddic
251,호텔인터불고엑스코 그라시오스웨딩,대구 북구 산격동 1674,,,35.90693699625949,128.6111306665733,호텔 웨딩홀,[],"인터불고 엑스코 호텔 뷔페는 중식·석식 정가 80,000~88,000원 수준으로 안내되며(라그라나 기준), 웨딩 식대는 홀·타임·프로모션에 따라 책정되어 블로그 후기도 “호텔 치고 식대가 비싼 편” 정도만 언급, 정확한 웨딩 식대 단가는 구체적인 정보 부족.",80000,88000,"하객이 많은 예식에 유리한 대형 홀(헤라홀·그랜드블룸 등)로, 후기에서 “홀이 매우 크다, 자리 부족할 정도로 많이 받아도 수용”이라고만 언급되어 있으며, 명시 보증 인원 수치는 구체적인 정보 부족.",250,250,정보 준비중,,"“호텔인데도 대관료가 저렴한 편, 대신 식대가 비싸다” 수준의 서술만 있고, 그라시오스웨딩 브랜드로 묶인 정확한 홀 대관료는 구체적인 정보 부족.",5000000,7000000,,,https://www.weddic.com/,weddic
252,그랑파티오,대구 북구 산격동 1674,,,35.9070035021852,128.611278225755,호텔 웨딩홀,[],"52,000~70,000원 (2025년 기준 55,000~65,000원).",52000,70000,250~300명.,300,300,정보 준비중,,"500~700만원 (2025년 기준 500~600만원, 현악4중주·진행도우미 포함).",,,,,https://www.weddic.com/,weddic
253,더원웨딩,대구 달서구 대곡동 1040-2,,,35.802779634311,128.518273657595,야외 웨딩홀,[],"자체 케이터링 팀 운영으로 웰컴푸드·웰컴드링크 포함 웨딩푸드 제공, 1인 단가 구체적인 정보 부족.",,,"“실내 소규모 웨딩 가능”, “프라이빗 야외웨딩” 컨셉만 명시, 최소·최대 인원 수치는 구체적인 정보 부족.",,,정보 준비중,,"야외 정원·실내홀·포토존 카페까지 포함한 공간 대관 형태이지만, 금액은 구체적인 정보 부족.",,,053-654-3000,,https://www.weddic.com/,weddic
